WineID,Type,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality
5468,White,5.72,0.41,0.35,3.31,0.009,17.8,213.9,0.9987,3.2,0.45,10.94,7
5469,White,6.56,0.3,0.24,0.6,0.058,37.6,124.1,0.9905,3.25,0.49,9.76,5
5470,White,7.32,0.38,0.45,8.71,0.035,51.5,118.5,0.9948,3.27,0.61,10.19,7
5471,White,6.22,0.22,0.32,18.16,0.034,23.2,81.6,0.9945,3.2,0.59,11.82,7
5472,White,5.99,0.32,0.3,3.14,0.045,44.6,99.0,0.9952,3.35,0.35,11.9,7
5473,White,7.49,0.19,0.44,11.8,0.07,30.4,127.6,0.9946,3.13,0.51,9.42,5
5474,White,5.72,0.28,0.19,13.71,0.044,24.8,156.7,0.9952,3.05,0.43,12.38,7
5475,White,6.46,0.25,0.47,14.68,0.058,38.6,163.5,0.9991,3.07,0.67,11.75,4
5476,White,6.06,0.21,0.33,12.95,0.055,53.1,88.9,0.9925,3.21,0.55,12.54,6
5477,White,8.1,0.3,0.22,3.67,0.073,37.9,177.0,0.9953,3.3,0.51,10.0,6
5478,White,5.76,0.24,0.29,14.08,0.029,48.4,133.8,0.9935,3.35,0.43,10.47,5
5479,White,7.35,0.45,0.33,1.2,0.075,50.1,22.3,0.9919,2.94,0.62,10.12,5
5480,White,8.22,0.12,0.44,4.59,0.031,34.2,112.7,0.9998,3.4,0.67,11.38,6
5481,White,5.87,0.1,0.22,6.36,0.061,41.1,125.8,0.9929,3.12,0.34,9.4,5
5482,White,6.0,0.32,0.32,1.44,0.08,50.6,101.8,0.9921,3.07,0.32,11.17,5
5483,White,6.57,0.39,0.27,7.28,0.034,55.4,139.7,0.9948,3.32,0.67,10.04,6
5484,White,7.82,0.18,0.36,8.42,0.066,69.4,67.4,0.9919,3.38,0.37,11.02,6
5485,White,7.35,0.26,0.39,11.73,0.064,24.4,89.3,0.9922,3.04,0.46,10.76,5
5486,White,7.0,0.35,0.2,8.29,0.077,53.6,131.6,0.9972,2.96,0.46,11.42,6
5487,White,6.46,0.24,0.34,0.66,0.057,83.1,103.3,0.9928,3.06,0.63,14.2,7
5488,White,6.9,0.32,0.29,7.92,0.063,2.0,169.4,0.9982,2.94,0.51,10.81,8
5489,White,7.49,0.18,0.36,6.46,0.043,33.9,165.5,0.9899,3.43,0.45,12.52,6
5490,White,6.91,0.16,0.37,8.27,0.059,29.1,171.2,0.9935,3.27,0.48,11.55,6
5491,White,5.68,0.33,0.3,0.6,0.066,41.0,146.1,0.9916,3.28,0.64,11.39,6
5492,White,5.96,0.16,0.4,10.13,0.042,34.1,105.6,0.9899,3.07,0.6,12.67,6
5493,White,7.48,0.44,0.37,14.61,0.059,42.3,148.0,0.9942,3.26,0.36,11.04,5
5494,White,8.03,0.36,0.31,8.09,0.009,36.7,122.5,0.999,3.24,0.46,13.09,7
5495,White,7.28,0.26,0.41,3.67,0.03,7.9,38.8,0.9895,3.33,0.27,10.7,6
5496,White,6.41,0.29,0.43,0.6,0.029,8.6,170.3,0.9941,3.19,0.51,8.89,5
5497,White,7.54,0.31,0.32,0.6,0.035,48.1,171.2,0.9937,3.4,0.4,11.02,6
5498,White,5.95,0.2,0.36,7.65,0.061,64.2,150.0,0.9941,3.29,0.37,12.17,6
5499,White,6.76,0.34,0.45,7.47,0.051,46.0,111.8,0.9887,3.26,0.38,11.12,5
5500,White,5.82,0.29,0.46,5.37,0.07,11.4,154.0,0.9937,3.16,0.49,10.53,6
5501,White,6.29,0.27,0.36,3.85,0.063,27.3,160.7,0.9965,3.09,0.4,11.75,5
5502,White,5.86,0.36,0.27,11.1,0.025,12.2,100.1,0.9955,3.04,0.26,10.05,5
5503,White,6.5,0.31,0.05,0.6,0.051,37.7,56.1,0.9928,3.32,0.52,11.77,7
5504,White,6.26,0.34,0.31,14.67,0.046,46.6,113.3,0.9966,3.26,0.52,11.84,6
5505,White,6.92,0.5,0.24,10.47,0.082,53.0,157.7,0.9933,3.35,0.42,10.61,6
5506,White,6.88,0.26,0.15,15.44,0.012,11.0,93.3,0.9922,3.07,0.52,9.23,3
5507,White,6.04,0.25,0.29,0.61,0.038,34.1,154.3,0.9887,3.33,0.4,12.82,6
5508,White,6.59,0.36,0.52,7.99,0.039,48.3,115.6,0.9949,3.22,0.4,11.55,7
5509,White,6.45,0.27,0.18,9.26,0.058,35.9,128.4,0.9943,3.16,0.74,11.2,7
5510,White,6.7,0.3,0.26,10.58,0.051,21.8,146.8,0.9915,3.33,0.64,10.3,6
5511,White,8.03,0.4,0.44,5.75,0.022,64.3,101.0,0.9931,3.13,0.41,11.84,6
5512,White,7.38,0.35,0.23,7.12,0.044,70.8,208.1,0.988,3.19,0.24,10.86,6
5513,White,7.41,0.08,0.34,6.48,0.063,47.1,142.4,0.9932,3.09,0.47,11.18,6
5514,White,4.11,0.12,0.28,1.36,0.058,38.0,68.5,0.9962,3.19,0.53,11.51,7
5515,White,7.56,0.34,0.16,6.37,0.073,51.1,112.4,0.9953,2.97,0.58,11.96,6
5516,White,5.51,0.15,0.36,0.6,0.051,32.5,182.3,0.9967,3.26,0.57,12.45,5
5517,White,8.16,0.37,0.35,5.01,0.066,68.2,143.0,0.9959,3.35,0.51,10.1,5
5518,White,6.0,0.25,0.24,9.98,0.063,49.0,230.7,0.9951,2.72,0.41,11.25,7
5519,White,8.4,0.24,0.47,12.29,0.026,67.7,127.4,0.9895,3.62,0.52,11.67,6
5520,White,7.22,0.28,0.22,7.25,0.031,34.7,34.9,0.9925,3.29,0.39,11.6,7
5521,White,7.66,0.31,0.55,7.43,0.032,30.4,166.8,0.9961,3.13,0.61,12.52,7
5522,White,6.58,0.16,0.27,10.68,0.032,55.7,156.0,0.9974,3.24,0.32,11.96,6
5523,White,6.93,0.34,0.26,4.25,0.053,70.1,33.7,0.9902,3.28,0.49,8.0,5
5524,White,7.0,0.25,0.41,7.75,0.043,49.1,79.9,0.9908,3.03,0.55,10.52,5
5525,White,7.26,0.35,0.37,5.89,0.043,45.4,48.9,0.9931,2.94,0.46,9.93,6
5526,White,8.2,0.4,0.32,7.31,0.069,36.9,148.9,0.9924,3.29,0.51,10.23,7
5527,White,7.93,0.38,0.39,18.9,0.048,38.5,180.2,0.9972,3.12,0.43,12.17,6
5528,White,6.48,0.2,0.3,10.94,0.028,45.0,158.7,0.9893,3.21,0.47,12.44,6
5529,White,7.73,0.12,0.56,7.32,0.109,37.6,122.6,0.9963,3.05,0.43,11.22,7
5530,White,6.1,0.33,0.07,10.01,0.01,30.2,96.8,0.9964,3.03,0.39,10.43,6
5531,White,6.82,0.24,0.29,7.38,0.051,37.8,171.4,0.995,2.97,0.41,10.71,6
5532,White,6.38,0.4,0.41,4.66,0.025,31.1,138.8,0.9923,3.22,0.49,10.04,5
5533,White,7.76,0.32,0.18,4.48,0.018,59.7,89.3,0.9969,3.37,0.45,11.29,5
5534,White,7.8,0.27,0.49,2.57,0.054,39.0,106.4,0.9895,3.0,0.29,10.89,6
5535,White,8.06,0.29,0.36,9.13,0.025,30.0,33.4,0.9965,3.22,0.44,10.47,4
5536,White,6.59,0.08,0.28,6.04,0.045,40.9,166.3,0.9947,2.97,0.66,11.2,7
5537,White,6.92,0.39,0.29,0.6,0.009,17.9,171.0,0.9949,3.31,0.44,11.24,5
5538,White,8.15,0.2,0.35,0.6,0.056,30.4,109.0,0.9946,3.14,0.22,11.13,5
5539,White,6.19,0.12,0.17,6.17,0.075,14.6,89.5,0.988,3.04,0.35,10.44,6
5540,White,6.51,0.16,0.17,5.0,0.032,59.7,87.7,0.9992,2.99,0.47,11.9,6
5541,White,6.91,0.36,0.2,0.6,0.041,34.1,108.5,0.9973,3.28,0.46,12.18,6
5542,White,7.53,0.21,0.46,8.08,0.08,33.7,151.1,0.9961,3.09,0.56,10.02,5
5543,White,6.57,0.1,0.28,11.25,0.036,42.7,165.6,0.9984,3.22,0.56,9.65,5
5544,White,5.83,0.38,0.21,5.87,0.079,44.5,120.8,0.9952,3.13,0.51,12.12,5
5545,White,4.94,0.16,0.48,2.55,0.061,33.3,156.2,0.9946,3.08,0.59,12.3,7
5546,White,7.28,0.14,0.4,4.62,0.079,51.8,69.2,0.9955,3.31,0.51,11.27,6
5547,White,6.41,0.27,0.27,0.6,0.057,54.1,148.7,0.9921,3.15,0.57,11.89,6
5548,White,6.2,0.09,0.31,8.63,0.082,59.4,137.3,0.997,3.09,0.59,10.87,6
5549,White,5.43,0.22,0.28,10.52,0.079,48.4,111.3,0.9978,2.9,0.61,10.29,5
5550,White,6.4,0.21,0.23,6.8,0.065,48.2,106.3,0.9964,3.13,0.4,10.45,7
5551,White,7.52,0.27,0.26,7.36,0.051,57.0,128.2,0.9902,2.86,0.49,11.37,6
5552,White,8.71,0.44,0.37,6.45,0.046,52.1,150.8,0.9895,3.04,0.46,10.75,6
5553,White,6.08,0.27,0.3,9.98,0.011,16.1,105.1,0.9946,3.27,0.64,12.23,5
5554,White,7.7,0.25,0.5,3.84,0.058,24.8,160.2,0.996,3.03,0.61,14.2,8
5555,White,5.76,0.24,0.28,8.05,0.075,28.2,78.2,0.9951,2.98,0.39,8.24,5
5556,White,6.38,0.34,0.24,5.23,0.031,42.7,138.9,0.9947,3.37,0.43,11.14,6
5557,White,6.08,0.33,0.29,1.89,0.013,32.3,188.0,0.9881,3.28,0.68,11.28,6
5558,White,6.91,0.32,0.55,8.89,0.026,34.7,113.3,0.9919,3.4,0.58,12.42,5
5559,White,5.63,0.27,0.32,0.6,0.024,22.9,106.7,0.9961,3.13,0.54,11.24,7
5560,White,8.57,0.26,0.5,0.6,0.03,17.1,63.7,0.9989,3.04,0.47,12.01,6
5561,White,7.13,0.32,0.39,5.52,0.018,68.8,115.8,0.9914,2.99,0.44,10.15,5
5562,White,6.09,0.25,0.47,8.6,0.009,53.8,146.5,0.9914,3.15,0.51,10.83,7
5563,White,6.29,0.21,0.32,12.09,0.067,46.6,174.3,0.9986,2.97,0.45,12.74,6
5564,White,8.35,0.17,0.59,7.3,0.035,4.9,103.6,0.9885,3.42,0.62,12.08,7
5565,White,5.87,0.31,0.32,1.69,0.055,43.1,116.7,0.9947,3.07,0.4,10.47,6
5566,White,6.04,0.26,0.45,0.6,0.049,30.5,106.0,0.9969,3.1,0.4,9.89,5
5567,White,7.17,0.32,0.38,6.97,0.032,21.6,116.3,0.9947,2.98,0.29,12.17,6
5568,White,6.14,0.24,0.3,19.32,0.035,48.5,164.3,0.9966,3.51,0.58,11.78,6
5569,White,8.32,0.22,0.2,0.6,0.014,10.6,114.3,0.9904,3.3,0.61,9.06,6
5570,White,7.67,0.18,0.51,2.2,0.068,25.9,210.8,0.9937,3.16,0.59,11.38,4
5571,White,8.14,0.3,0.37,0.6,0.037,75.4,124.6,0.9962,3.09,0.47,12.86,6
5572,White,5.83,0.41,0.43,6.3,0.057,30.5,126.2,0.9974,3.47,0.58,8.76,5
5573,White,7.83,0.26,0.36,13.17,0.025,3.0,117.0,0.9966,3.22,0.58,10.21,7
5574,White,7.1,0.21,0.26,9.53,0.037,45.0,62.9,0.9911,3.27,0.37,11.46,6
5575,White,5.58,0.17,0.25,11.24,0.074,31.5,153.7,0.9912,3.18,0.65,11.94,7
5576,White,7.41,0.49,0.34,3.58,0.073,2.0,99.8,0.9964,3.11,0.59,11.33,6
5577,White,7.42,0.26,0.2,5.53,0.034,40.3,88.6,0.9944,3.1,0.41,11.44,5
5578,White,6.47,0.3,0.17,15.3,0.041,31.2,126.0,0.9947,3.38,0.43,11.11,6
5579,White,8.85,0.31,0.56,5.31,0.029,37.0,141.4,0.9961,3.27,0.52,11.94,5
5580,White,8.25,0.35,0.32,8.76,0.022,20.9,148.5,0.9965,2.89,0.39,11.92,7
5581,White,7.55,0.11,0.38,16.59,0.044,39.6,179.7,0.9964,3.26,0.38,11.5,8
5582,White,7.78,0.25,0.26,0.6,0.058,44.3,165.7,0.9964,3.4,0.69,12.14,5
5583,White,6.83,0.26,0.28,4.88,0.045,2.0,161.2,0.9913,3.11,0.43,12.07,6
5584,White,6.39,0.27,0.39,15.76,0.024,40.7,90.4,0.989,3.1,0.56,12.81,7
5585,White,6.25,0.23,0.28,8.44,0.023,11.9,248.6,0.9941,3.27,0.29,9.47,6
5586,White,7.1,0.2,0.49,15.36,0.073,25.3,126.9,0.9925,3.26,0.35,10.06,6
5587,White,6.47,0.13,0.25,0.6,0.053,42.4,143.2,0.9964,3.32,0.38,12.44,7
5588,White,6.8,0.21,0.32,3.52,0.009,63.5,131.2,0.9955,3.08,0.56,11.11,6
5589,White,8.24,0.35,0.41,4.12,0.056,37.3,96.4,0.9942,3.35,0.68,11.18,7
5590,White,6.07,0.24,0.28,7.45,0.074,64.1,179.4,0.9963,3.03,0.34,11.17,7
5591,White,7.39,0.16,0.51,3.6,0.062,57.2,122.5,0.9898,3.19,0.69,9.31,6
5592,White,5.8,0.2,0.41,8.16,0.066,13.8,190.3,0.9973,3.28,0.56,11.57,5
5593,White,6.53,0.35,0.59,0.6,0.037,49.8,161.5,0.9921,3.08,0.56,10.76,6
5594,White,7.09,0.29,0.53,0.6,0.072,61.3,121.4,0.9958,3.03,0.66,9.71,7
5595,White,6.47,0.38,0.34,6.45,0.014,16.9,83.3,0.9928,3.19,0.42,10.14,5
5596,White,6.08,0.35,0.33,8.21,0.063,25.2,176.8,0.9979,3.14,0.44,9.89,7
5597,White,5.85,0.21,0.34,1.63,0.038,23.7,104.1,0.9909,3.2,0.55,11.75,6
5598,White,5.77,0.23,0.35,7.31,0.036,18.6,174.2,0.988,3.01,0.53,10.98,7
5599,White,6.11,0.27,0.54,0.6,0.083,30.8,167.4,0.9923,3.19,0.37,10.77,6
5600,White,6.73,0.31,0.28,13.53,0.046,21.6,165.3,0.9967,3.06,0.77,11.81,8
5601,White,6.26,0.32,0.29,4.65,0.029,42.4,175.2,0.9909,3.17,0.55,11.54,7
5602,White,7.04,0.27,0.4,4.95,0.038,25.4,129.6,0.994,3.01,0.43,11.33,5
5603,White,5.87,0.19,0.49,3.78,0.058,39.7,128.2,0.9977,3.27,0.79,12.12,5
5604,White,7.25,0.34,0.39,8.42,0.055,24.6,184.9,0.9965,2.84,0.69,11.47,6
5605,White,7.34,0.21,0.24,5.87,0.047,46.8,93.2,0.9886,3.11,0.37,11.01,5
5606,White,7.72,0.25,0.31,12.4,0.045,49.7,206.7,0.9919,3.38,0.52,10.58,4
5607,White,6.12,0.26,0.29,6.98,0.036,39.4,150.8,0.994,3.04,0.41,11.81,5
5608,White,7.26,0.17,0.44,4.08,0.039,18.4,178.3,0.9919,3.19,0.38,11.85,7
5609,White,6.94,0.1,0.46,0.6,0.009,28.4,151.5,0.9939,3.03,0.37,10.29,5
5610,White,6.97,0.27,0.49,4.71,0.063,29.9,139.1,0.9958,3.33,0.61,10.76,6
5611,White,6.56,0.43,0.17,0.6,0.01,26.1,203.5,0.9938,3.3,0.51,11.89,6
5612,White,5.37,0.19,0.2,1.05,0.034,47.3,126.4,0.9941,3.09,0.37,9.79,6
5613,White,5.7,0.28,0.43,8.16,0.057,41.9,221.6,0.9953,3.09,0.55,10.72,6
5614,White,7.51,0.37,0.25,0.6,0.021,15.2,167.4,0.9975,3.35,0.36,9.15,4
5615,White,5.79,0.28,0.28,5.72,0.077,69.3,96.3,0.9973,3.12,0.56,11.58,7
5616,White,7.55,0.28,0.45,0.6,0.06,19.9,108.7,0.9903,3.27,0.39,11.38,7
5617,White,6.53,0.4,0.37,0.6,0.048,45.6,164.9,0.9952,2.85,0.6,9.9,5
5618,White,7.26,0.33,0.47,0.6,0.039,78.7,241.7,0.9923,3.06,0.38,12.21,6
5619,White,6.39,0.4,0.36,1.16,0.023,49.9,74.2,0.9936,3.03,0.58,11.06,5
5620,White,5.95,0.36,0.45,6.21,0.068,46.7,122.9,0.9965,2.97,0.44,10.71,7
5621,White,5.89,0.09,0.34,8.9,0.055,68.5,159.3,0.994,3.07,0.68,12.19,8
5622,White,7.01,0.27,0.21,6.97,0.045,31.2,126.0,0.9939,3.16,0.54,12.31,6
5623,White,7.42,0.27,0.29,0.76,0.028,23.7,126.0,0.993,3.08,0.45,9.98,5
5624,White,7.78,0.36,0.37,4.51,0.01,22.3,132.3,0.9893,3.17,0.4,11.35,6
5625,White,7.74,0.3,0.36,0.6,0.045,17.1,98.8,0.9938,2.94,0.66,12.24,6
5626,White,7.06,0.31,0.35,5.0,0.019,37.9,106.1,0.9937,3.02,0.4,11.76,7
5627,White,7.52,0.41,0.46,15.45,0.093,2.0,85.1,0.9956,3.07,0.62,11.32,6
5628,White,6.6,0.3,0.59,8.51,0.051,28.2,162.7,0.9897,3.26,0.44,8.9,5
5629,White,6.62,0.29,0.45,8.09,0.03,42.2,145.4,0.9929,3.32,0.49,10.2,4
5630,White,5.89,0.22,0.53,0.6,0.07,2.0,157.4,0.9957,3.42,0.38,9.29,5
5631,White,7.01,0.23,0.43,10.0,0.049,9.3,106.9,0.996,3.29,0.36,10.25,5
5632,White,5.53,0.35,0.39,10.25,0.05,40.4,177.9,0.9968,3.02,0.39,11.9,4
5633,White,7.67,0.41,0.3,4.77,0.022,37.8,136.0,0.9973,3.1,0.51,12.38,5
5634,White,5.75,0.43,0.16,18.77,0.052,53.5,143.9,0.9969,3.2,0.37,10.62,7
5635,White,6.47,0.29,0.18,10.36,0.012,33.9,106.5,0.9943,3.27,0.51,12.22,6
5636,White,7.62,0.38,0.27,5.72,0.026,32.1,141.3,0.9936,3.17,0.44,10.57,6
5637,White,7.54,0.39,0.3,0.6,0.054,2.4,83.2,0.9942,3.11,0.41,9.49,5
5638,White,7.35,0.43,0.13,8.56,0.009,31.5,142.0,0.9966,3.0,0.65,12.03,6
5639,White,7.62,0.26,0.28,8.54,0.067,24.2,60.1,0.9952,3.17,0.47,13.01,8
5640,White,6.29,0.09,0.32,4.5,0.034,45.6,181.1,0.9931,2.97,0.57,10.16,6
5641,White,5.7,0.19,0.59,0.6,0.036,71.8,137.1,0.9923,3.19,0.53,9.65,6
5642,White,7.04,0.33,0.32,0.6,0.085,7.8,148.2,0.9961,3.15,0.37,11.73,5
5643,White,5.45,0.23,0.35,5.83,0.053,41.3,212.8,0.9928,2.96,0.37,11.62,6
5644,White,5.57,0.35,0.29,14.38,0.066,24.4,65.8,0.9885,3.24,0.5,10.43,5
5645,White,8.9,0.26,0.34,9.6,0.049,72.3,122.3,0.9921,3.12,0.49,11.65,6
5646,White,6.54,0.24,0.25,4.65,0.053,23.6,88.9,0.9943,3.17,0.37,12.83,8
5647,White,7.95,0.29,0.31,5.61,0.021,31.5,221.5,0.9938,3.21,0.52,10.59,5
5648,White,7.55,0.31,0.42,7.7,0.014,26.8,198.5,1.0004,3.15,0.53,10.99,6
5649,White,7.34,0.15,0.21,8.19,0.009,26.7,109.9,0.9921,3.27,0.35,10.99,5
5650,White,9.36,0.4,0.38,0.6,0.069,30.0,126.9,0.9951,2.98,0.45,9.04,5
5651,White,6.93,0.22,0.36,7.36,0.023,40.8,55.7,0.9926,3.15,0.68,11.44,5
5652,White,7.19,0.27,0.38,9.54,0.081,40.3,175.3,0.9929,3.19,0.39,10.08,5
5653,White,6.77,0.32,0.53,0.6,0.062,55.8,149.6,0.9964,3.04,0.52,10.63,6
5654,White,6.38,0.26,0.24,21.81,0.074,66.7,110.9,0.997,2.96,0.45,10.4,5
5655,White,7.84,0.09,0.3,15.19,0.049,24.7,107.4,0.9879,3.11,0.44,11.29,8
5656,White,6.49,0.08,0.45,9.4,0.044,68.9,96.6,0.9909,3.17,0.6,10.38,6
5657,White,6.81,0.36,0.51,6.52,0.043,27.9,59.3,0.9961,3.3,0.47,12.63,7
5658,White,6.79,0.17,0.29,3.04,0.049,44.5,190.6,0.9997,3.27,0.55,10.55,5
5659,White,5.66,0.3,0.3,4.34,0.096,55.8,169.1,0.9958,3.3,0.44,10.88,5
5660,White,7.18,0.32,0.36,15.59,0.027,18.3,111.6,0.989,2.88,0.65,10.95,6
5661,White,6.11,0.28,0.17,6.6,0.059,41.7,87.8,0.9992,2.99,0.43,10.61,6
5662,White,8.41,0.26,0.37,2.39,0.022,71.5,127.2,0.9932,3.2,0.62,11.33,6
5663,White,7.36,0.38,0.28,3.5,0.028,36.6,149.6,0.9907,3.18,0.52,11.57,7
5664,White,7.47,0.27,0.31,10.7,0.049,43.7,84.8,0.9937,3.16,0.45,10.56,6
5665,White,6.68,0.21,0.29,11.93,0.036,19.7,177.3,0.9942,3.04,0.66,13.29,8
5666,White,7.03,0.4,0.36,1.06,0.04,55.4,106.3,0.9918,3.08,0.53,10.38,6
5667,White,7.39,0.32,0.57,0.6,0.009,2.0,173.0,0.9953,3.4,0.47,11.75,5
5668,White,8.09,0.12,0.41,2.62,0.03,44.4,174.5,1.0,3.12,0.62,10.13,5
5669,White,6.19,0.36,0.31,1.05,0.069,46.5,122.3,0.9929,3.2,0.58,11.05,5
5670,White,7.44,0.14,0.28,9.83,0.044,14.8,102.8,0.9973,3.29,0.49,10.84,5
5671,White,6.19,0.35,0.4,0.6,0.05,38.1,129.7,0.9939,3.28,0.63,10.11,5
5672,White,8.31,0.08,0.22,0.6,0.039,27.4,219.0,0.9921,3.05,0.35,10.13,5
5673,White,7.03,0.18,0.35,3.52,0.062,30.9,73.9,0.9891,3.11,0.55,11.33,7
5674,White,6.35,0.28,0.28,11.07,0.03,45.0,156.7,0.995,2.82,0.74,12.33,7
5675,White,6.91,0.32,0.4,5.7,0.017,42.2,142.4,0.9941,3.22,0.35,9.79,6
5676,White,7.12,0.41,0.31,3.9,0.064,35.5,112.7,0.9941,3.35,0.4,12.04,7
5677,White,6.91,0.24,0.49,8.78,0.058,30.4,178.2,0.9946,3.2,0.4,11.52,7
5678,White,6.83,0.37,0.43,9.63,0.017,39.5,170.6,0.9936,3.15,0.69,11.46,5
5679,White,6.23,0.33,0.37,6.36,0.058,29.3,142.8,0.9954,2.88,0.39,11.26,6
5680,White,6.89,0.29,0.18,0.6,0.039,9.1,106.1,0.9914,2.87,0.59,10.2,6
5681,White,6.37,0.18,0.34,12.46,0.049,30.3,164.7,0.9965,3.22,0.47,11.01,7
5682,White,6.72,0.26,0.3,10.87,0.039,47.3,164.6,0.9912,3.11,0.45,11.78,6
5683,White,7.52,0.24,0.25,8.48,0.03,19.6,128.9,0.9937,2.72,0.57,11.5,7
5684,White,8.81,0.41,0.36,5.02,0.031,48.5,146.2,0.9939,2.9,0.63,10.05,5
5685,White,8.62,0.29,0.49,11.14,0.059,6.2,133.0,0.9914,3.12,0.36,10.24,5
5686,White,7.95,0.2,0.35,8.37,0.037,37.3,134.0,0.9958,3.22,0.42,12.13,6
5687,White,7.11,0.39,0.14,7.77,0.044,58.1,55.0,0.9939,2.9,0.42,11.62,7
5688,White,7.58,0.22,0.3,4.5,0.009,8.8,131.1,0.992,3.26,0.54,12.45,6
5689,White,7.55,0.49,0.07,13.83,0.035,40.4,130.3,0.9962,3.36,0.66,10.46,6
5690,White,5.66,0.24,0.3,12.94,0.023,11.6,159.9,0.9897,3.35,0.29,10.49,6
5691,White,7.52,0.36,0.34,2.88,0.034,29.1,149.9,0.9912,3.25,0.32,10.45,6
5692,White,6.31,0.2,0.29,2.43,0.039,62.5,150.3,0.9953,3.14,0.55,11.11,5
5693,White,6.65,0.28,0.2,8.01,0.083,5.5,181.3,0.9989,3.3,0.49,10.64,5
5694,White,7.08,0.13,0.31,9.05,0.095,18.4,129.0,0.9958,3.04,0.46,12.29,5
5695,White,6.75,0.39,0.2,11.58,0.048,56.1,63.7,0.99,3.04,0.55,9.64,6
5696,White,6.9,0.28,0.48,1.63,0.067,60.1,99.4,0.9986,3.15,0.82,10.6,5
5697,White,5.74,0.11,0.35,7.48,0.033,34.0,146.9,0.9905,3.03,0.49,9.79,8
5698,White,8.07,0.18,0.59,7.8,0.033,50.0,190.6,0.9931,3.36,0.56,9.87,4
5699,White,6.21,0.45,0.42,3.99,0.057,60.1,210.9,0.9936,3.08,0.55,12.3,8
5700,White,7.71,0.35,0.3,13.01,0.045,8.9,127.2,0.9998,3.08,0.5,10.14,5
5701,White,6.61,0.39,0.69,6.06,0.009,32.0,119.3,0.9975,3.1,0.73,11.16,7
5702,White,6.71,0.19,0.28,8.35,0.036,49.6,114.6,0.9923,3.16,0.62,9.82,5
5703,White,7.65,0.23,0.35,16.63,0.017,26.3,98.0,0.9926,2.95,0.24,12.4,6
5704,White,7.78,0.35,0.24,4.92,0.046,24.5,176.1,0.9929,3.15,0.57,9.83,5
5705,White,8.3,0.12,0.22,17.41,0.042,9.3,169.5,0.9933,3.2,0.42,11.46,7
5706,White,6.98,0.51,0.32,7.2,0.045,45.4,132.2,0.9914,3.23,0.55,11.85,7
5707,White,7.01,0.18,0.36,1.46,0.024,49.9,260.2,0.9936,2.89,0.57,10.6,6
5708,White,6.62,0.27,0.56,8.99,0.045,52.6,121.5,0.9954,3.25,0.53,13.13,7
5709,White,7.29,0.42,0.13,7.15,0.054,2.0,112.5,0.993,3.15,0.32,10.66,5
5710,White,6.17,0.1,0.44,7.04,0.068,25.5,230.6,0.9934,3.3,0.58,10.41,6
5711,White,6.44,0.47,0.27,17.32,0.028,44.1,211.6,0.9979,3.24,0.52,12.62,8
5712,White,5.61,0.33,0.47,3.31,0.034,27.7,120.7,0.9954,3.0,0.48,13.36,6
5713,White,6.52,0.34,0.39,4.22,0.037,23.7,130.9,0.9957,3.33,0.73,10.39,7
5714,White,6.92,0.2,0.33,4.87,0.09,24.4,122.3,0.9979,3.47,0.55,9.65,5
5715,White,6.18,0.27,0.24,12.92,0.08,53.8,97.9,0.9936,3.11,0.55,10.33,7
5716,White,8.51,0.26,0.27,8.03,0.036,34.0,143.4,0.9945,3.26,0.64,11.57,7
5717,White,7.0,0.16,0.36,3.75,0.05,26.3,112.0,1.0001,3.28,0.44,8.3,3
5718,White,5.05,0.28,0.24,4.89,0.04,48.6,63.5,0.9935,3.02,0.51,11.68,6
5719,White,5.68,0.52,0.42,4.26,0.057,21.0,193.6,0.9938,3.31,0.5,9.58,5
5720,White,6.45,0.18,0.4,6.28,0.009,54.1,184.5,0.9933,3.07,0.43,11.2,6
5721,White,5.83,0.22,0.25,3.64,0.06,44.2,134.0,0.9991,3.07,0.51,12.18,6
5722,White,7.98,0.08,0.22,5.5,0.047,2.0,215.7,0.9922,3.29,0.42,11.71,6
5723,White,8.3,0.17,0.39,8.31,0.058,12.6,163.0,0.9961,2.92,0.57,11.36,5
5724,White,8.62,0.42,0.48,6.67,0.009,29.4,215.3,0.992,3.18,0.65,10.68,6
5725,White,5.68,0.25,0.32,0.6,0.023,71.0,128.4,0.9989,3.04,0.42,12.13,6
5726,White,6.66,0.27,0.31,6.09,0.092,36.3,100.7,0.995,3.26,0.47,12.74,6
5727,White,8.37,0.24,0.4,0.6,0.026,43.4,156.9,0.9902,2.95,0.45,11.6,7
5728,White,7.12,0.08,0.31,6.16,0.056,33.8,194.5,0.9885,3.04,0.57,11.03,5
5729,White,7.33,0.33,0.31,9.82,0.018,45.9,212.4,0.9942,3.14,0.41,10.91,6
5730,White,7.24,0.08,0.46,9.71,0.066,29.4,116.8,0.996,3.1,0.65,10.96,6
5731,White,7.15,0.29,0.45,7.34,0.075,35.1,129.1,0.9955,3.28,0.39,10.76,7
5732,White,5.63,0.17,0.3,5.0,0.115,52.5,179.4,0.9973,3.41,0.4,10.65,6
5733,White,7.17,0.16,0.45,13.07,0.062,2.0,189.2,0.9963,3.3,0.6,10.82,5
5734,White,8.29,0.08,0.38,1.49,0.049,32.7,103.5,0.9949,3.34,0.5,10.18,5
